연번,공원명,공원개요,조경/기반시설,운동시설,편의/교양시설,기타시설,이미지,공원주소,전화번호,X좌표(WGS84),Y좌표(WGS84),바로가기
59,백련근린공원,백련산 정상(높이 215.5m)에서 능선을 경계로 서대문구와 은평구로 나누고 있으며 백련산은 동남쪽에 백련사(白蓮寺)라는 절이 있어 붙여진 이름으로 예부터 동쪽의 청련사(靑蓮寺) 남쪽의 삼막사(三幕寺) 북쪽의 승가사(僧伽寺)와 함께 서백련(西白蓮)으로서 도성의 4대 비보사찰(裨補寺刹) 가운데 하나로 전해지고 있다. 전설에 의하면 이 절의 서쪽에 있어서 '西方淨 淨土寺'라고 하였는데 어느 여름날 연못에서 갑자기 하얀 연꽃이 피어올라 백련사라 명칭을 바꾸었다고 한다. 백련산 정상(높이 215.5m) 등산로 주변에 체력단련시설이 잘 갖추어져 있어 많은 시민들이 이용하고 있다.,"정자, 파고라, 조합놀이대, 도로, 산책로, 논골지구(팔각정, 초정, 계류, 생태연못, 허브원, 장미원, 실용원, 약용원) ",운동시설 ,"청소년수련관, 문화체육회관, 화장실, 음수대 ","종합안내판, 관리사무소 ",http://parks.seoul.go.kr/file/info/view.do?fIdx=1860,서울특별시 서대문구 통일로 507-22(백련공원) ,02-330-1965,126.928616,37.5879662,
60,오금근린공원,오금공원은 지하철 5호선 오금역에 인접해 있으며 가락동 송파경찰서 대각선 방향 오금동 송파우체국 건너편에 자리하고 있다. 오금공원은 해발200m의 야산을 친환경적으로 조성한 공원으로 갖가지 나무와 꽃 잔디가 어우러져 몸과 마음을 상쾌하게 해준다. 또한 야생 초화류 30여정과 자생 관목류 20종이 자라고 있는 자연학습장이 조성되어 있어 산책을 하며 다양한 식물을 관찰할 수 있다. 광장 5곳과 어린이놀이터 산책로 9코스가 있어 지역주민들의 발길이 끊임없이 이어지고 있으며 운동장 정구장 수영장 배드민턴장 게이트볼장 체력단련장 인라인하키장 등의 운동시설은 인근 주민들과 학생들의 체력단련 및 휴식처로 사랑받고 있다.,"자연학습관찰로, 삼림욕장 ","테니스장, 배드민턴장, 게이트볼장 ","곰두리체육센터, 송파도서관 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1861,서울특별시 송파구 오금로 363 오금근린공원 ,02-400-0978,127.1323957,37.5038715,
61,오동근린공원,"오동공원은 서울 강북구와 성북구에 걸쳐 있으며 강북구 번동, 미아동 외 5개 동과 성북구 월곡동에 걸쳐 있는 대단위 공원으로 수림이 잘 형성되어 있어 인근 주택단지에 주거하고 있는 주민들의 휴식과 운동 장소로 이용되고 있다.","북서울꿈의숲, 놀이터 ","체력단련시설, 배드민턴장, 골프연습장, 구민운동장, 다목적체육관 ","정자, 화장실 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1862,서울특별시 강북구 번동 산20-1,02-901-6929,127.0317269,37.6327957,
62,봉산도시자연공원,서울시 은평구와 경기도 고양시에 걸쳐위치하고 있는 공원으로 남으로 매봉산 월드컵공원 동으로 백련산 북한산과 연결되는 주택가 생활권 주변에 위치한 공원이다. 가장 높은 봉우리가 210m로 경사가 완만하고 접근이 쉬워 산정상과 능선을 따라 등산로가 발달되어 많은 주민들이 이용하고 있으며 주요 시설로는 1459년 창건된 조성왕조의 전통사찰인 수국사와 약수터 4개소 주요 등산로변에 운동.편의시설 600여점이 설치되어 등산객 등 이용자에게 편의를 제공하고 있다.  봉산은 산 이름에서 느낄 수 있듯이 예로부터 주요 통신수단의 하나인 봉화가 변방에서 중앙으로 전달되는 매우 중요한 길목이었다. 문헌에 나타난 기록을 체계적으로 발굴.정리하여 봉수대를 건립코자 추진중에 있으며 조선왕조의 예종 숙종을 비롯한 왕후의 묘(창릉 명릉 익릉 홍릉 경릉)가 있는 서오능이 인근에 위치하고 있다.,산책로 ,운동시설 ,전시관 ,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1863,서울특별시 은평구 구산동 산61,02-351-8003,126.9020153,37.604071,
63,온수도시자연공원,서울시의 남서 측 양천구와 구로구에 걸쳐 있고 경기도는 부천시와 접하고 있으며 남쪽으로 경인국도 동쪽으로 남부순환로 북쪽으로 경인 고속국도와 접하여 접근이 매우 용이하고 1971년 공원으로 지정되었으며 임상이 양호하며 식생이 다양하게 잘 보존된 전형적인 자연형 공원으로 년 180000여 명의 시민이 이용하고 있으며 등산로 주변에 약수터와 배드민턴장 체력단련장 의자 등 휴게시설과 철봉 허리 돌리기등 운동기구가 등산로 곳곳에 설치되어 많은 시민들로부터 좋은 반응을 얻고 있다.   ,-,"배드민턴장, 체력단련장, 철봉, 허리돌리기 등 운동기구 ",-,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1864,서울특별시 구로구 개봉동 산2-60,02-860-2396,126.83695,37.5002598,
64,봉은공원,봉은사가 위치하고 있어 불교 관련 체험행사가 풍부하며 대방광불화엄경(大方廣佛華嚴經) 수소연의 초판 秋史 金正喜가 만년에 쓴 '板殿' 현판과 선불당이 문화재로 지정되어 있는 사적공원이다.,-,-,"봉은사(대웅전, 선불당), 판전(편액) ",화엄경판 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1865,서울특별시 강남구 삼성동 75,02-3423-6244,127.0554961,37.5139026,
65,올림픽공원,"1988년 서울올림픽을 기념하기 위해 조성된 곳으로 6개의 경기장이 있는 스포츠 구역과 백제초기 문화유적인 몽촌토성을 중심으로 크게 두 지역으로 나누어져 있다.현재 체조경기장은 KSPO DOME, 펜싱경기장은 핸드볼경기장(티켓링크라이브아레나), 역도경기장은 우리금융아트홀로 리모델링하여 시민들이 스포츠활동 뿐만 아니라 문화 활동도 함께할 수 있는 복합 공간으로 조성되어 있다.몽촌토성에는 움집터와 독무덤 등의 역사 유적지가 있으며, 공원 내 한성백제박물관에서 몽촌토성 내의 유물을 발굴하고 전시하고 있다. 공원 내에는 98개국 191명 작가의 작품이 있는 조각공원을 겸하고 있어 세계 유명 조각 작품들을 만나볼 수도 있고 88마당, 피크닉장 등 휴식공간이 조성되어 있다. ","몽촌토성, 몽촌해자, 조각공원, 장미광장 ","수영장, 테니스장, 축구장 ","KSPO DOME, 핸드볼경기장(티켓링크라이브아레나), 우리금융아트홀 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1866,서울특별시 송파구 올림픽로 424 (방이동),02-410-1114,127.122959,37.520934,
66,와룡근린공원,와룡근린공원은 삼청근린공원 창경근린공원 북악산 도시자연공원이 연접해 있는곳으로 용(龍)이 길게 누워있는 형상을 하여 와룡동이라고도 하고 1914년 부제(府制) 실시에 따라 이전 중부 정선방의 이동(泥洞) 누동(樓洞) 수문동(水門洞) 승문동(承文洞) 마동(麻洞)의 각 일부를 병합하여 창덕궁 돈화문이 있는 지대이므로 나라의 상서(祥瑞)인 와룡(臥龍) 봉익(鳳翼)의 이름을 따서 와룡동이라고 하며 동에서 서로 길게 늘어져 있다. 와룡근린공원은 토심이 얕아 수목생육이 어렵고 아카시나무 등으로 산림이 조성되었으나 주민들이 생명의나무 천만그루 심기 행사에 스스로 참여하여 수목을 심고 가꾸어 푸르름과 계절별 아름다운 꽃이 피는 공원으로 변모하고 있다.,말바위 ,테니스장 ,노천탕 ,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1867,서울특별시 종로구 와룡공원길 192 (우) 03063,02-2148-2842,126.9901672,37.5907944,
67,봉화산근린공원,봉화산은 중랑구 묵동.신내동.상봉동에 접하여 있고 정상까지 높이는 160.1m로 평지에 돌출되어 있는 독립구릉이다. 동쪽에 아차산 주능선이 있는 것을 제외하고는 북쪽으로 불암산.도봉산과 양주 일대까지 잘 조망되며 서쪽과 남쪽으로도 높은 산이 없어 남산과 한강 이남지역도 조망할 수 있는 지역이다. 봉화산은 일명 '봉우재'라고 불리는데 1963.1.1일부로 경기도 양주군 구리면에서 서울시에 편입되었고 봉화산이라는 이름으로 봉화와 관련 있는 지역임을 알 수 있으며 지난 1994년 11월 7일 봉수대를 복원하였다.,-,-,봉수대 ,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1868,서울특별시 중랑구 묵동 산46-1,02-435-0069,127.0923625,37.6106404,
68,북악산도시자연공원,1968년 1.21사태이후 일반인 출입이 전면 통제 되었으나 2006.4.1숙정문 일대를 일부 개방한데 이어 2007.4.5 일반에 전면 개방되었다. 탐방객은 매주 월요일을 제외하고 하절기 4월부터 10월까지 오전 9시부터 오후 3시 동절기 11월부터 3월까지 오전 10시부터 오후3시까지 입산이 가능하며 신분증 지참하고 현지에서 출입 신청서 제출 후 관람 가능하며 관람료는 무료입니다.,"서울성곽, 탐방코스, 백사실계곡 ",-,"숙정문, 창의문 ",1.21사태 소나무 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1869,서울특별시 종로구 부암동 산2-6,02-2148-2835,126.9737295,37.5929992,
69,북한산국립공원,"세계적으로 드문 도심 속의 자연공원인 북한산국립공원은 1983년 우리나라 15번째 국립공원으로 지정되었다. 면적은 77.334㎢로 우이령을 경계로 하여 북쪽으로는 도봉산 지역, 남쪽으로는 북한산 지역으로 나뉜다. 북한산국립공원은 화강암 지반이 침식되고 오랜 세월 풍화되면서 곳곳에 깎아지른 바위봉우리와 그 사이로 흘러내리는 아름다운 계곡들을 이루고 있다. 또한, 2,000년의 역사가 담긴 북한산성을 비롯한 수많은 역사, 문화유적과 100여 개의 사찰, 암자가 위치하여 다양한 볼거리를 제공함과 동시에 역사 문화 학습의 장이 되고 있다.세계적으로 드문 도심 속의 자연공원인 북한산국립공원은 1983년 우리나라 15번째 국립공원으로 지정되었다. 면적은 76.922㎢로 우이령을 경계로 하여 북쪽으로는 도봉산 지역, 남쪽으로는 북한산 지역으로 나뉜다. 북한산국립공원은 화강암 지반이 침식되고 오랜 세월 풍화되면서 곳곳에 깎아지른 바위봉우리와 그 사이로 흘러내리는 아름다운 계곡들을 이루고 있다. 또한, 2,000년의 역사가 담긴 북한산성을 비롯한 수많은 역사, 문화유적과 100여 개의 사찰, 암자가 위치하여 다양한 볼거리를 제공함과 동시에 역사 문화 학습의 장이 되고 있다.",-,-,-,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1870,"서울특별시 강북구, 도봉구, 서대문구, 성북구, 은평구, 종로구 일대  경기도 고양시, 양주시, 의정부시 일대",02-909-0497~8,127.000938,37.624549,https://www.knps.or.kr/front/portal/visit/visitCourseMain.do?parkId=121500&menuNo=7020092
70,외국인묘지공원,묘지 사잇길에는 20여 개의 벤치와 편의시설들이 있어 산책과 사색의 공간으로 손색이 없으며 외국인으로 우리나라 발전에 기여한 역사적 인물들과 그들의 사살을 묘비를 통해 만나볼 수 있다. 또 백 년이 넘는 동안 공원에는 아름드리나무들이 우거져 묘지라기보다 그저 외국의 어느 아름다운 공원을 산책하는 기분이 드는데 가끔씩 이국적 풍경을 촬영하기 위해 영화 관계자들이 찾기도 하는 이곳은 3만 6천 명(내국인 3만 명 외국인 6천 명)이 다녀가는 특색 있는 공원이다. 또한 공원 내에는 기념관이 있어 전시 보관된 순교 외국인들의 유물과 유품들을 볼 수 있으며 외국인 교회에서는 주일마다 외국인 등의 예배가 열리고 있다.,녹지대 ,-,"묘지, 휴게시설, 편의시설 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1871,서울특별시 마포구 양화진길 46(외국인묘지공원),02-3153-9554,126.911414,37.546797,
71,불광근린공원,북측으로는 수려한 북한산이 위치하고 서측으로는 봉산 월드컵공원 등 녹지축에 이어 수도 서울의 자랑인 한강과 이어지며 통일로 불광로 등 간선도로와 주거 밀집지역으로 둘려 쌓여 있는 도심 생활권내 근린공원이다. 공원을 중심으로 주택 학교 등 다중이용시설이 밀집되어 있어주민들에게는 산책과 여가활용 장소로 학생들에게는 자연학습 장소로 활용되고 있는 등 실질적인 근린생활자의 녹지 쉼터로 이용되고 있다. 주요시설로는 380석 규모의 구립도서관이 공원 산자락에 위치하고 운동시설과 편익시설 72점이 주요 등산로변에 설치되어 이용객에게 편의을 제공하고 있다.,산책로 ,실외배드민턴장 ,도서관 ,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1872,서울특별시 은평구 불광동 산33-1,02-351-8004,126.9298962,37.6188016,
72,불암산도시자연공원,불암산은 서울과 경기 남양주의 경계를 이루며 덕릉고개를 사이에 두고 수락산과 이웃하고 있는 산이다. 불암산은 사암으로 된 산이라 수목이 울창하지는 않지만 능선은 기암으로 이어지고 봄의 철쭉은 화원을 연상케 한다. 북한산과 더불어 암벽등산 훈련 코스로 적당한 곳이어서 휴일이면 암벽 장비를 둘러맨 클라이머들이 끊이지 않고 찾는다. 정상에서는 북한산 도봉산 비봉 보현봉 등이 눈앞에 펼쳐진다.,등산로 ,-,휴게시설 ,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1873,서울특별시 노원구 한글비석로12길 51-33(불암산공원) ,02-2116-3943,127.0952714,37.6636719,
73,용마폭포공원,경기도 구리시와 중랑구 망우동 광진구 중곡동 광장동에 광범위하게 걸쳐 있는 공원으로 산이름은 아차산(峨嵯山)으로 이는 원래 명칭은 阿旦山인데 임금이름을 피하여 아차산(亞且山)으로 불렀다. 이후 『세종실록』지리지에 지금의 이름인 峨嵯山으로 정착되었으며 용마공원은 아차산의 최고봉이 용마봉의 이름을 따서 지어졌으며 중랑구쪽은 용마랜드 놀이동산이 있으며 광진구쪽은 워커힐이 있어 산위에 올라보면 서울시 전체를 내려다 볼 수 있고 한강의 푸른물과 강변의 경관을 내려다 볼 수 있는 공원이다. 용마산은 해발 348m로 아차산의 최고봉으로 면목동 동편에 위치하고 있으며 망우리공원 중곡동 간의 산능선을 따라 이어지는 등산로를 통해 망우리에서 아차산성을 거쳐 어린이 대공원 후문 근처까지 이어진다. ,"광장, 용마폭포공원 ",수영장 ,노인정 ,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1874,서울특별시 중랑구 면목동 산1-4 ,02-2094-2965,127.0905888,37.5731968,
74,사육신공원,단종을 모시던 신하들로서 벼슬과 목숨을 초개같이 여기고 단종 복위 모의를 꾀하다가 배반자의 밀고로 발각된 후 능지처사를 당한 하위지 성삼문 류성원 이개 유응부 박팽년 김문기 일곱 분의 묘가 이 공원에 모셔져 있으며 묘역 앞 건물에는 위 일곱 분의 위패를 모신 사당 의절사가 있고 의로운 충혼을 위로하고 불굴의 충의(忠義) 정신을 널리 기리고자 매년 10월 9일에 추모제향을 올리고 있다. 사육신공원은 1978년 5월 19일에 개원되었으며 공원 내의 사육신 묘는 서울특별시 유형문화재 제8호로 지정되었다. ,산책로 ,-,"사육신묘, 의절사, 불이문, 홍살문, 비각 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1875,서울특별시 동작구 노량진로 191,02-820-1395,126.948636,37.5137049,
75,용왕산근린공원,옛 지도상에는 엄지산(嚴知山)으로 기록되어 있으며 엄지의 뜻은 순수한 우리말인 첫머리로 비교되기에 지형적으로 천호지(千戶地)벌에서 초입(初入)에 위치한 산으로 뒤편에 있는 마을을 두고 지금도 엄지미마을이라고 불려지고 있다. 용왕산의 또 다른 이름으로는 어느 때인가 확실한 시기는 알 수 없으나 박씨 성을 가진 사람이 죽어서 왕으로 환생하려다 뜻을 이루지 못하였다는 야사가 전해짐에 따라 그때부터 엄지산을 용왕산 왕령산 왕재산 등의 임금 '왕(王)'자가 포함된 산 이름으로 고쳐 부르게 되었다. 전설의 시기를 추정해 본다면 600년 전의 지도에 엄지산으로 표기되어 있는 것으로 보아 조선시대부터 유래되었던 것으로 볼 수 있다. 그밖에 산의 형태가 한양을 등지고 돌아앉아 있다하여 역산으로 불리어지기도 하였다. 현재는 체육공원시설이 마련되어 있으며 이 산 중턱에는 약수터와 목동 배수지가 있어 주민들의 산책길로 이용되고 있다.,"조깅코스, 어린이 놀이터 ","다목적구장, 실내배드민턴장, 게이트볼장, 각종 운동시설 ","용왕정, 약수터, 화장실 ",공원등 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1876,서울특별시 양천구 목동 199-51,02-2620-3574,126.8783125,37.5429593,
76,사직근린공원,조선 태조가 한양에 수도를 정하고 궁궐 종묘를 지을 때 함께 지은 사직단이 있는 곳으로 1921년 사직단 주변이 공원으로 조성되었다. 사직단은 태조3년(1394)에 고려의 예를 따라 토신을 제사하는 국사단을 동쪽에 곡신을 제사하는 국직단은 서쪽에 배치하고 신좌를 북쪽에 모셔 1년에 세번 제사를 지냈다. 구한말 마지막까지 남아 있었던 궁술연습장이었던 황학정은 건평 59㎡에 정면4칸 측면2칸에 팔작지붕이며 우측으로부터 2칸 추녀 밑에 황학정이라는 현판이 걸려 있다.,-,수영장 ,"사직단, 단군성전, 황학정, 어린이도서관, 종로시립도서관 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1877,서울특별시 종로구 사직로9길 5,02-2148-2836,126.9674018,37.5759864,
77,우장산근린공원,우장산은 강서구 중앙에 위치하여 도심 속에서 숲과 예술공간 체육시설 등이 조화롭게 어우러진 공원이다. 산 이름은 옛날 가뭄이 들었을 때 양천 현감이 기우제를 올린 데서 유래한다. 기우제는 세 번에 걸쳐 올렸는데 세 번째 기우제를 올리는 날에는 비가 쏟아지기 때문에 미리 비옷을 준비해 올라갔다 하여 우장산(雨裝山)이라 하였다 한다.  공원에는 두 개의 봉우리가 있는데 서울 정보 기능대학이 있는 봉우리를 원당산 새마을지도자탑이 있는 봉우리를 검두산(또는 검덕산 검지산 검둥)이라 불렸으나 지금은 모두 우장산이라 부른다. 그리고 자연생태가 다양한 탐방코스를 걸으며 숲해설가로부터 숲 속의 식물 곤충 동물 등 생태해설을 들으며 자연놀이도 즐길 수 있는 자연체험교실이 7월부터 12월까지 매월 둘째 주 토요일 오전 10시부터 12시까지 우장산에서 운영되고 있어 지역주민들로부터 많은 호응을 받고 있다. ,조각의 거리 ,"운동장(인조잔디구장, 조깅트랙), 테니스장, 트림코스장, 국궁장 ","강서구민회관, 서울정보기능대학, 야외무대 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1878,서울특별시 강서구 내발산동 산4-5,02-2600-4185,126.844932,37.5541932,
78,삼일근린공원,한국 최초의 여기자인 최흔희씨가 3?1운동 당시 여성 참가자는 '직접 일병의 총칼에 대결했던 홍안의 소녀들이 이제는 귀가 멀고 눈이 어둡고 허리가 굽은 할머니가 되었으나 나머지 기백을 다시 모아 망각속에서 사그라져 가는 그날의 분노와 저항을 되새기면서 쇠잔한 몸이지만 나머지 생애에서 무엇을 조국에 바칠 수 있을까'하는 마음으로 1967년 4월15일 동아일보에 '독립공원을 설립해야 한다'는 글을 투고하고 박정희 대통령에게 건의 하였다. 정부는 1967년 5월15일 공원을 지정하고 1989년부터 1990년까지 공원을 조성 현재에 이르고 있다.,"산책길, 놀이터 ",-,삼일공원비 ,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1879,서울특별시 동작구 사당동 산24-17,02-820-1384,126.9743686,37.4860183,
79,삼청근린공원,삼청공원은 1940년 3월 12일자로 공원으로 지정되었는데 당신 고시된 140개 도시계획공원중 제1호로 삼청동은 깊은 골안에 도교의 삼청전(三淸殿) 즉 소격전(昭格殿)이 있었던 연유로 인하여 내려 온것이라고도 하고 혹은 산 물과 그곳에 사는 사람이 맑아서 삼청동이 되었다고 하기도 한다. 삼청공원은 호젓한 산책로에 주위 경치가 좋아 많은 사람들이 오가는 곳으로 고려충신 정몽주와 그이 어머니의 시조비가 있으며 공원입구에서 산책로를 따라 계곡을 서서히 올라가면 삼청공원 약수터가 나온다. 예부터 이름난 약수터를 찾는 시민들의 발길이 아직도 끊일줄 모르고 오염되지 않는 맑은 물을 맛볼 수도 있다. 특히 공원주변에 오래된 벚꽃이 많아 매년 4월경 아름다운 벚꽃을 구경하려는 시민들이 꾸준히 늘고 있으며 공원내 배드민턴장 테니스장 어린이 놀이터 다목적 공터 및 매점 등이 있어 공원을 이용하는 시민들에게 편의를 제공해 주고 있다.,"어린이 놀이터, 다목적 공터 ","배드민턴장, 테니스장 ","삼청동문(암각), 매점 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1880,서울특별시 종로구 북촌로 134-1 (우) 03050,02-2148-2842,126.9842875,37.5895821,
80,인왕산도시자연공원,인왕산은 해발 338.2m로 화강암이 유난히 노출된 것이 특징이다 . 경북궁의 주산을 중심으로 인왕산은 서울 내사산(內四山)의 우백호에 해당되며 그안산(案山)인 남산은 능선이 매우 부드럽고 좌청룡인 동쪽의 낙산은 밋밋하고 얕은 지세이다 인왕산의 주봉은 둥글 넓적하면서도 남산같이 부드럽거나 단조롭지 않다. 또한 뾰족한 북악처럼 유달리 뛰어나지는 않지만 늠름한 남성적인 산세이다 인왕산은 불법의 수호신으로 사문(寺門) 또는 수미단 전면의 좌우에 안치하는 금강역사로서 둘 다 용맹하고 험악한 얼굴을 가지며 일명 이왕(二王) 또는 금강신(金剛神) 이라 한다. 이렇듯 인왕산은 불교와 밀접한 관계를 가지고 있다 인왕산에는 선바위를 비롯하여 바위의 형상이 실제의 사물과 유사한 기암괴석들로 가득하여 어느 때 올라 보아도 그때마다 느낌을 가질수 있는 명산이며 인왕산에 오르는 등산길로는 크게 8개노선의 중요 등산로가 있다. ,-,-,"인왕사, 선바위, 국사당, 인왕천, 만수천, 석굴암약수터 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1881,서울특별시 종로구 옥인동 산 3-1 ,02-2148-2832,126.9578438,37.5849001,
81,상도근린공원,상도공원의 주봉인 국사봉(國思峰)은 글자 그대로 양녕대군이 이 산에 올라 나라를 생각하고 임금을 걱정했기 때문에 붙여진 것이다. 양녕대군은 왕세자로서 스스로 실적을 저질러 폐세자가 되어 왕의 자리를 동생에게 물려준 뒤 대궐에서 쫓겨났지만 그는 형제 간에 우애가 지극하여 이 산에서 멀리 경복궁을 바라보며 나라와 세종의 일을 걱정했다고 한다.,산책로 ,"배드민턴장, 생활체육시설 ",약수터 ,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1882,서울특별시 동작구 성대로6사길 27-6(상도공원) ,02-820-1385,126.9385469,37.492299,
82,일자산근린공원,"일자산근린공원은 비교적 낮은 산지로 동고서저의 지형을 이루고 있으며 강동구 둔촌동과 하남시 초이동의 경계선에 위치하고 있다. 산 정상부가 기복이 거의 없이 일자(一字)처럼 생겨 일자산(一字山)이라는 이름이 붙었으며 정상에는 강동구가 서울에서 가장 먼저 해를 맞이하는 곳임을 상징하는 해맞이 광장이 위치하고 길동 배수지 위에는 2006년 허브와 천문을 테마로 한 허브천문공원이 조성되었다. 2008년 3월에는 잔디광장, X-게임장, 실외 농구장, 실내배드민턴장, 폭포 등이 조성되어 지역 주민들의 휴식공간으로 각광받고 있으며, 2024년 6월에는 천연목재를 사용한 복합놀이대 등 9종의 놀이시설을 도입한 자연정원놀이터를 조성하여 어린이의 감수성과 창의성을 극대화할 수 있도록 하였다. 일자산 내 길동생태공원은 도심 속에서 생태를 체험할 수 있는 공간을 제공하고 또한 둔굴에는 둔촌 이집 선생과 관련된 역사의 뿌리가 산재되어 있다.","산책로, X-게임장, 잔디광장, 인공폭포 ","실내배드민턴장, 실내체육관 ",-,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1883,서울특별시 강동구 동남로 660(일자산공원),02-3425-6447,127.1574587,37.5431657,
83,쌍문근린공원,쌍문공원은 북동?서의 북한산과 도봉산의 지맥이 합류하는 곳에 위치하여 주 능선이 동서로 축을 형성하며 구릉지로 되어 있다. 전반적으로 급경사이며 부지 남쪽 쌍문로 인접 부분에 완만한 지형을 이루고 있다. 세심천 청심천 약수터 2개소가 있으며 아까시나무 리기다소나무 밤나무 상수리나무 신갈나무 굴참나무 군락이 있다.   ,산책등산로 ,"테니스장, 배구장, 배드민턴장 ","정자, 약수터, 화장실, 문화센터 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1853,서울특별시 도봉구 쌍문동 산80,02-2091-3754,127.0271316,37.6531456,
84,수락산도시자연공원,수락산의 명칭은 내원암 일대 계곡에 바위가 벽을 이루고 있어 물이 굴러떨어지므로 수락이라 하였다는 설과 골짜기 물이 맑아 금류 은류 옥류라는 폭포를 이루어 떨어지는 자태에서 이름이 붙여졌다는 전설도 있으며 명당 기슭에는 선조의 생부인 덕흥대원군의 묘역과 흥국사 내원암 덕릉고개가 있으며 왕실의 지원으로 사찰들이 번창한 곳이다. 수락계곡지구 노원골 지구 동막골 지구로 세부 되어 있으며 수락계곡지구는 벽운 유원지와 연계하여 조성하고 기존의 약수터 야영장을 정비하여 인근 주민들의 휴식공간으로 활용하고 있고 동막골 지구는 서울시 최초 도심형 자연휴양림을 조성을 통해 도심속에서 자연을 충분히 누릴 수 있도록 쾌적하고 안전한 쉼터를 제공하고자 한다.,등산로 ,-,휴게시설 ,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1855,서울특별시 노원구 상계동 산3-1,02-2116-3966 ,127.0813633,37.699232,
85,송파나루근린공원(석촌호수),현재의 석촌호수 북쪽 잠실벌은 서호의 남쪽에 나룻터가 있던 한강이었으나 세월이 지남에 따라 토사가 쌓여 인공섬이 생기면서 광진교밑에서부터 잠실야구장까지 지금의 석촌호수를 지나는 송파강과 신천강을 이루는 샛강이 생기게 되었다. 1969년 한강본류의 하상 정비 개발에 착수하면서 이 강을 매립하였으나 일부는 호수로 남겨놓았고 1980년대초 호수를 정비하여 공원화하였다. 송파나루공원은 송파대로가 개통하면서 동서로 같은 모양의 동호 서호로 나누어져 있으며 호수와 공원으로 조성된 이상적인 형태의 공원으로 조깅코스 및 산책로가 설치되어 있어 시민들의 휴식공간으로 널리 이용되고 있다. 서호에는 서울놀이마당 및 롯데월드의 매직아일랜드가 설치되어 있다.,석촌호수 ,-,"휴게소, 서울놀이마당, 매직아일랜드 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1856,서울특별시 송파구 잠실로 148 (잠실동) ,02-400-3595,127.0983002,37.5069328,
86,선유도근린공원,양화대교 중간에 위치한 선유도공원은 과거의 정수장 건축구조물을 재활용하여 국내 최초로 조성된 환경재생 생태공원이자 “물(水)의 공원”입니다. 선유도일대 11만㎡의 부지에 기존건물과 어우러진 수질정화원 수생식물원환경물놀이터 등 다양한 수생식물과 생태숲을 감상할 수 있고 선유도이야기관와 시간의정원 등 다양한 볼거리와 휴식공간을 통해 생태교육과 자연체험의 장을 제공하고있습니다.  ,"녹색기둥의 정원, 시간의 정원, 수질정화원, 수생식물원 ",-,"선유정, 네개의 원형공간, 카페테리아나루, 선유교 전망데크 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1857,서울특별시 영등포구 선유로 343 (당산동 1) 선유도공원관리사무소,02-2631-9367,126.90014,37.543418,http://parks.seoul.go.kr/template/sub/seonyudo.do
87,손기정체육공원,"손기정체육공원은 손기정 선수가 1936년 독일 베를린 올림픽 마라톤에서 금메달을 딴 것을 기념하기 위해 출신학교인 양정 중고등학교를 이전한 후 만든 체육공원이다. 1987년 9월 조성되었는데 2020년에 러닝을 중심으로 하는 다채로운 문화 체육 공간으로 재탄생했다. 큰 공간을 차지하며 축구장으로 이용되던 운동장을 마라톤과 보행이 가능한 트랙으로 조성해서 걷고 뛰기가 모두 가능하도록 했다. 손기정체육공원에는 러닝트랙, 다목적운동장, 어린이 도서관, 어린이 놀이터, 게이트볼장 등의 시설이 시설이 갖추어져 있고 이 밖에도 러닝센터와 손기정 기념관이 있다.",어린이놀이터 ,"테니스장, 게이트볼장 ","손기정기념관, 문화도서관, 화장실 ",-,https://parks.seoul.go.kr/file/info/view.do?fIdx=229885,서울특별시 중구 손기정로 101 ,02-3396-5854,126.9652702,37.5560189,
